,Neighborhood,Airbnb,Date,City,ZRI
3,Willowbrook,0,12/1/16,New York,2080
4,Willowbrook,0,11/1/16,New York,2073
5,Willowbrook,0,10/1/16,New York,2077
6,Willowbrook,0,9/1/16,New York,2090
7,Willowbrook,0,8/1/16,New York,2097
8,Willowbrook,0,7/1/16,New York,2100
9,Willowbrook,0,6/1/16,New York,2087
10,Willowbrook,0,5/1/16,New York,2084
11,Willowbrook,0,4/1/16,New York,2097
12,Willowbrook,0,3/1/16,New York,2132
13,Willowbrook,0,2/1/16,New York,2140
14,Willowbrook,0,1/1/16,New York,2152
79,Neponsit,0,12/1/16,New York,2388
80,Neponsit,0,11/1/16,New York,2406
81,Neponsit,0,10/1/16,New York,2397
82,Neponsit,0,9/1/16,New York,2384
83,Neponsit,0,8/1/16,New York,2366
84,Neponsit,0,7/1/16,New York,2344
85,Neponsit,0,6/1/16,New York,2322
86,Neponsit,0,5/1/16,New York,2310
87,Neponsit,0,4/1/16,New York,2302
88,Neponsit,0,3/1/16,New York,2310
89,Neponsit,0,2/1/16,New York,2321
90,Neponsit,0,1/1/16,New York,2326
155,Chelsea-Travis,0,12/1/16,New York,2177
156,Chelsea-Travis,0,11/1/16,New York,2162
157,Chelsea-Travis,0,10/1/16,New York,2148
158,Chelsea-Travis,0,9/1/16,New York,2146
159,Chelsea-Travis,0,8/1/16,New York,2140
160,Chelsea-Travis,0,7/1/16,New York,2121
161,Chelsea-Travis,0,6/1/16,New York,2092
162,Chelsea-Travis,0,5/1/16,New York,2069
163,Chelsea-Travis,0,4/1/16,New York,2068
164,Chelsea-Travis,0,3/1/16,New York,2084
165,Chelsea-Travis,0,2/1/16,New York,2088
166,Chelsea-Travis,0,1/1/16,New York,2089
231,Lighthouse Hill,0,12/1/16,New York,2715
232,Lighthouse Hill,0,11/1/16,New York,2719
233,Lighthouse Hill,0,10/1/16,New York,2753
234,Lighthouse Hill,0,9/1/16,New York,2784
235,Lighthouse Hill,0,8/1/16,New York,2822
236,Lighthouse Hill,0,7/1/16,New York,2849
237,Lighthouse Hill,0,6/1/16,New York,2855
238,Lighthouse Hill,0,5/1/16,New York,2855
239,Lighthouse Hill,0,4/1/16,New York,2862
240,Lighthouse Hill,0,3/1/16,New York,2885
241,Lighthouse Hill,0,2/1/16,New York,2879
242,Lighthouse Hill,0,1/1/16,New York,2873
307,Malba,0,12/1/16,New York,2523
308,Malba,0,11/1/16,New York,2501
309,Malba,0,10/1/16,New York,2469
310,Malba,0,9/1/16,New York,2460
311,Malba,0,8/1/16,New York,2456
312,Malba,0,7/1/16,New York,2461
313,Malba,0,6/1/16,New York,2462
314,Malba,0,5/1/16,New York,2458
315,Malba,0,4/1/16,New York,2454
316,Malba,0,3/1/16,New York,2434
317,Malba,0,2/1/16,New York,2405
318,Malba,0,1/1/16,New York,2404
383,Broad Channel,0,12/1/16,New York,2183
384,Broad Channel,0,11/1/16,New York,2170
385,Broad Channel,0,10/1/16,New York,2151
386,Broad Channel,0,9/1/16,New York,2137
387,Broad Channel,0,8/1/16,New York,2113
388,Broad Channel,0,7/1/16,New York,2092
389,Broad Channel,0,6/1/16,New York,2070
390,Broad Channel,0,5/1/16,New York,2074
391,Broad Channel,0,4/1/16,New York,2074
392,Broad Channel,0,3/1/16,New York,2077
393,Broad Channel,0,2/1/16,New York,2060
394,Broad Channel,0,1/1/16,New York,2048
459,Utopia,8,12/1/16,New York,2825
460,Utopia,8,11/1/16,New York,2756
461,Utopia,8,10/1/16,New York,2684
462,Utopia,8,9/1/16,New York,2637
463,Utopia,8,8/1/16,New York,2595
464,Utopia,7,7/1/16,New York,2545
465,Utopia,7,6/1/16,New York,2494
466,Utopia,7,5/1/16,New York,2461
467,Utopia,7,4/1/16,New York,2452
468,Utopia,7,3/1/16,New York,2453
469,Utopia,7,2/1/16,New York,2431
470,Utopia,7,1/1/16,New York,2448
535,DUMBO,30,12/1/16,New York,3584
536,DUMBO,30,11/1/16,New York,3586
537,DUMBO,30,10/1/16,New York,3603
538,DUMBO,30,9/1/16,New York,3616
539,DUMBO,29,8/1/16,New York,3640
540,DUMBO,28,7/1/16,New York,3660
541,DUMBO,27,6/1/16,New York,3693
542,DUMBO,27,5/1/16,New York,3677
543,DUMBO,25,4/1/16,New York,3628
544,DUMBO,25,3/1/16,New York,3556
545,DUMBO,25,2/1/16,New York,3532
546,DUMBO,25,1/1/16,New York,3530
611,New Dorp Beach,1,12/1/16,New York,2126
612,New Dorp Beach,1,11/1/16,New York,2126
613,New Dorp Beach,1,10/1/16,New York,2117
614,New Dorp Beach,1,9/1/16,New York,2115
615,New Dorp Beach,1,8/1/16,New York,2126
616,New Dorp Beach,0,7/1/16,New York,2140
617,New Dorp Beach,0,6/1/16,New York,2148
618,New Dorp Beach,0,5/1/16,New York,2145
619,New Dorp Beach,0,4/1/16,New York,2142
620,New Dorp Beach,0,3/1/16,New York,2145
621,New Dorp Beach,0,2/1/16,New York,2133
622,New Dorp Beach,0,1/1/16,New York,2110
687,Pleasant Plains,0,12/1/16,New York,2289
688,Pleasant Plains,0,11/1/16,New York,2285
689,Pleasant Plains,0,10/1/16,New York,2278
690,Pleasant Plains,0,9/1/16,New York,2267
691,Pleasant Plains,0,8/1/16,New York,2264
692,Pleasant Plains,0,7/1/16,New York,2244
693,Pleasant Plains,0,6/1/16,New York,2213
694,Pleasant Plains,0,5/1/16,New York,2177
695,Pleasant Plains,0,4/1/16,New York,2171
696,Pleasant Plains,0,3/1/16,New York,2183
697,Pleasant Plains,0,2/1/16,New York,2209
698,Pleasant Plains,0,1/1/16,New York,2228
763,Breezy Point,0,12/1/16,New York,2194
764,Breezy Point,0,11/1/16,New York,2203
765,Breezy Point,0,10/1/16,New York,2206
766,Breezy Point,0,9/1/16,New York,2203
767,Breezy Point,0,8/1/16,New York,2209
768,Breezy Point,0,7/1/16,New York,2217
769,Breezy Point,0,6/1/16,New York,2227
770,Breezy Point,0,5/1/16,New York,2227
771,Breezy Point,0,4/1/16,New York,2210
772,Breezy Point,0,3/1/16,New York,2184
773,Breezy Point,0,2/1/16,New York,2198
774,Breezy Point,0,1/1/16,New York,2231
839,Port Ivory,0,12/1/16,New York,2030
840,Port Ivory,0,11/1/16,New York,2013
841,Port Ivory,0,10/1/16,New York,2004
842,Port Ivory,0,9/1/16,New York,2025
843,Port Ivory,0,8/1/16,New York,2046
844,Port Ivory,0,7/1/16,New York,2041
845,Port Ivory,0,6/1/16,New York,1998
846,Port Ivory,0,5/1/16,New York,1963
847,Port Ivory,0,4/1/16,New York,1962
848,Port Ivory,0,3/1/16,New York,1996
849,Port Ivory,0,2/1/16,New York,2017
850,Port Ivory,0,1/1/16,New York,2019
915,Columbia Street Waterfront District,0,12/1/16,New York,2770
916,Columbia Street Waterfront District,0,11/1/16,New York,2796
917,Columbia Street Waterfront District,0,10/1/16,New York,2819
918,Columbia Street Waterfront District,0,9/1/16,New York,2839
919,Columbia Street Waterfront District,0,8/1/16,New York,2854
920,Columbia Street Waterfront District,0,7/1/16,New York,2869
921,Columbia Street Waterfront District,0,6/1/16,New York,2878
922,Columbia Street Waterfront District,0,5/1/16,New York,2882
923,Columbia Street Waterfront District,0,4/1/16,New York,2882
924,Columbia Street Waterfront District,0,3/1/16,New York,2872
925,Columbia Street Waterfront District,0,2/1/16,New York,2872
926,Columbia Street Waterfront District,0,1/1/16,New York,2868
991,Forest Hills Gardens,0,12/1/16,New York,2618
992,Forest Hills Gardens,0,11/1/16,New York,2623
993,Forest Hills Gardens,0,10/1/16,New York,2573
994,Forest Hills Gardens,0,9/1/16,New York,2542
995,Forest Hills Gardens,0,8/1/16,New York,2526
996,Forest Hills Gardens,0,7/1/16,New York,2523
997,Forest Hills Gardens,0,6/1/16,New York,2529
998,Forest Hills Gardens,0,5/1/16,New York,2536
999,Forest Hills Gardens,0,4/1/16,New York,2561
1000,Forest Hills Gardens,0,3/1/16,New York,2584
1001,Forest Hills Gardens,0,2/1/16,New York,2581
1002,Forest Hills Gardens,0,1/1/16,New York,2572
1067,City Island,9,12/1/16,New York,1845
1068,City Island,9,11/1/16,New York,1862
1069,City Island,9,10/1/16,New York,1881
1070,City Island,9,9/1/16,New York,1900
1071,City Island,9,8/1/16,New York,1907
1072,City Island,9,7/1/16,New York,1902
1073,City Island,9,6/1/16,New York,1877
1074,City Island,9,5/1/16,New York,1864
1075,City Island,9,4/1/16,New York,1867
1076,City Island,9,3/1/16,New York,1881
1077,City Island,9,2/1/16,New York,1877
1078,City Island,8,1/1/16,New York,1873
1143,Bergen Beach,2,12/1/16,New York,2331
1144,Bergen Beach,2,11/1/16,New York,2323
1145,Bergen Beach,2,10/1/16,New York,2317
1146,Bergen Beach,2,9/1/16,New York,2310
1147,Bergen Beach,2,8/1/16,New York,2318
1148,Bergen Beach,2,7/1/16,New York,2320
1149,Bergen Beach,2,6/1/16,New York,2321
1150,Bergen Beach,2,5/1/16,New York,2296
1151,Bergen Beach,1,4/1/16,New York,2276
1152,Bergen Beach,1,3/1/16,New York,2259
1153,Bergen Beach,1,2/1/16,New York,2260
1154,Bergen Beach,1,1/1/16,New York,2253
1219,Dongan Hills,2,12/1/16,New York,2092
1220,Dongan Hills,2,11/1/16,New York,2099
1221,Dongan Hills,2,10/1/16,New York,2107
1222,Dongan Hills,2,9/1/16,New York,2116
1223,Dongan Hills,2,8/1/16,New York,2125
1224,Dongan Hills,2,7/1/16,New York,2128
1225,Dongan Hills,2,6/1/16,New York,2123
1226,Dongan Hills,2,5/1/16,New York,2118
1227,Dongan Hills,2,4/1/16,New York,2116
1228,Dongan Hills,2,3/1/16,New York,2125
1229,Dongan Hills,1,2/1/16,New York,2123
1230,Dongan Hills,1,1/1/16,New York,2114
1295,Todt Hill,1,12/1/16,New York,3070
1296,Todt Hill,1,11/1/16,New York,3050
1297,Todt Hill,1,10/1/16,New York,3065
1298,Todt Hill,1,9/1/16,New York,3096
1299,Todt Hill,1,8/1/16,New York,3123
1300,Todt Hill,1,7/1/16,New York,3141
1301,Todt Hill,1,6/1/16,New York,3134
1302,Todt Hill,1,5/1/16,New York,3151
1303,Todt Hill,1,4/1/16,New York,3195
1304,Todt Hill,1,3/1/16,New York,3245
1305,Todt Hill,1,2/1/16,New York,3256
1306,Todt Hill,1,1/1/16,New York,3264
1371,Randall Manor,5,12/1/16,New York,2274
1372,Randall Manor,5,11/1/16,New York,2274
1373,Randall Manor,5,10/1/16,New York,2282
